"ID";"Description";"GeneRatio";"BgRatio";"RichFactor";"FoldEnrichment";"zScore";"pvalue";"p.adjust";"qvalue";"geneID";"Count"
"GO:0042113";"GO:0042113";"B cell activation";"103/3897";"287/18805";0.358885017421603;1.7318020920229;6.38731283380608;1.66512315455571e-09;9.46975104009246e-07;8.25915021443105e-07;"ADAM17/AKAP17A/ATAD5/ATM/BAD/BANK1/BAX/BCL2/CASP3/CASP8/CCR6/CD180/CD19/CD28/CD320/CD38/CD70/CD79A/CD86/CR1/CR2/CTLA4/CXCR5/CYLD/DCLRE1C/DDRGK1/DLL1/DNAJB9/DOCK10/DOCK11/ERCC1/EZH2/FCRL1/FCRL3/FCRL5/FLT3LG/FNIP1/FOSL2/GPR183/GPS2/HDAC5/HHEX/ICOSLG/ID2/IGHE/IGHM/IKZF3/IL2RG/IL7/IL7R/ITGA4/KMT5C/LAPTM5/LEF1/LFNG/LGALS1/LRRC8A/LYN/MALT1/MEF2C/MNDA/MZB1/NBN/NCKAP1L/NFATC2/NFKBIZ/PARP3/PAX5/PELI1/PIK3R2/PKN1/PLCL2/PPP2R3C/PRKCB/PRKDC/PTK2B/PTPN2/PTPRC/PTPRJ/RASGRP1/RC3H1/RNF168/SHB/SKAP2/SLC15A4/SLC39A7/SP3/ST3GAL1/SUPT6H/SYK/TBX21/TCF3/TFRC/TGFB1/TLR4/TNFSF13/TNFSF13B/TNFSF4/TPD52/TXLNA/XBP1/ZAP70/ZBTB7A";103
"GO:0002696";"GO:0002696";"positive regulation of leukocyte activation";"126/3897";"372/18805";0.338709677419355;1.63444585164767;6.31900432457838;1.81065985470219e-09;9.46975104009246e-07;8.25915021443105e-07;"AKT1/AP3B1/AP3D1/ARID2/ATAD5/AXL/B2M/BAD/BCL2/BLOC1S3/BRD2/BRD4/CCDC88B/CCL2/CCR2/CCR7/CD2/CD226/CD274/CD28/CD320/CD38/CD46/CD55/CD6/CD70/CD83/CD86/CLEC4D/CLEC7A/CR1/CTSC/CYLD/CYRIB/DDRGK1/DHPS/DOCK8/EFNB1/EGR3/FBXO38/FCGR3A/FCRL3/GATA3/GPR183/HAMP/HAVCR1/HES1/HLA-DOB/HLA-DPA1/HLA-DRA/HLA-DRB1/HLA-DRB4/HLX/ICOS/ICOSLG/IFNG/IGF2/IGFBP2/IL15/IL1B/IL2RA/IL2RG/IL7/IL7R/JAK2/KLRK1/KMT5C/LBP/LEF1/LGALS1/LRRK2/LYN/MALT1/MEF2C/MPL/MTOR/NCK1/NCKAP1L/NFATC2/NFKBIZ/PDCD1LG2/PELI1/PLPP6/PPP2R3C/PRKCQ/PRKDC/PTPN11/PTPRC/PYCARD/RARA/RASGRP1/RHOH/RIPK2/RUNX1/RUNX3/SART1/SHB/SHH/SIRPB1/SIRPG/SLAMF1/SMARCA4/SMARCC2/SMARCD2/SMARCD3/SOX12/SOX13/SPHK2/STAP1/SYK/TBX21/TCF3/TFRC/TGFB1/TGFBR2/TLR4/TLR6/TNFSF13/TNFSF13B/TNFSF4/TOX/TYK2/VNN1/XBP1/ZAP70/ZBTB7B";126
"GO:0050867";"GO:0050867";"positive regulation of cell activation";"131/3897";"392/18805";0.334183673469388;1.61260558880981;6.26674962352236;2.27671602316573e-09;1.0991284431837e-06;9.58617272911886e-07;"AKT1/AP3B1/AP3D1/ARID2/ATAD5/AXL/B2M/BAD/BCL2/BLOC1S3/BRD2/BRD4/CCDC88B/CCL2/CCR2/CCR7/CD2/CD226/CD274/CD28/CD320/CD38/CD46/CD55/CD6/CD70/CD83/CD86/CLEC4D/CLEC7A/CR1/CTSC/CYLD/CYRIB/DDR2/DDRGK1/DHPS/DOCK8/EFNB1/EGR3/FBXO38/FCGR3A/FCRL3/GATA3/GPR183/HAMP/HAVCR1/HES1/HLA-DOB/HLA-DPA1/HLA-DRA/HLA-DRB1/HLA-DRB4/HLX/ICOS/ICOSLG/IFNG/IGF2/IGFBP2/IL15/IL1B/IL2RA/IL2RG/IL7/IL7R/JAK2/KLRK1/KMT5C/LBP/LEF1/LGALS1/LILRA5/LRRK2/LYN/MALT1/MEF2C/MPL/MTOR/NCK1/NCKAP1L/NFATC2/NFKBIZ/PDCD1LG2/PELI1/PLEK/PLPP6/PPP2R3C/PRKCQ/PRKDC/PTPN11/PTPRC/PTPRJ/PYCARD/RARA/RASGRP1/RHOH/RIPK2/RPS6KA1/RUNX1/RUNX3/SART1/SHB/SHH/SIRPB1/SIRPG/SLAMF1/SMARCA4/SMARCC2/SMARCD2/SMARCD3/SOX12/SOX13/SPHK2/STAP1/SYK/TBX21/TCF3/TFRC/TGFB1/TGFBR2/TLR4/TLR6/TNFSF13/TNFSF13B/TNFSF4/TOX/TYK2/VNN1/XBP1/ZAP70/ZBTB7B";131
"GO:0002237";"GO:0002237";"response to molecule of bacterial origin";"127/3897";"379/18805";0.33509234828496;1.61699040531144;6.20387607688296;3.30650225552253e-09;1.48225772540424e-06;1.29276779915167e-06;"ADAM17/ADAMTS13/AKAP12/AKT1/ALAD/ALPL/ARID5A/AXL/B2M/BIN1/C4B/CACTIN/CARD16/CARD8/CARD9/CASP3/CASP8/CCL2/CCR7/CD180/CD274/CD55/CD6/CD86/CD96/CDK4/CNP/COL6A1/CSF2RB/CX3CL1/CXCL10/CXCL13/CXCL2/CXCL6/CXCL8/CXCL9/CYRIB/DAB2IP/DIO2/EDN1/FASLG/FOSL2/FZD5/GBP5/GFER/GFI1/GIT1/GJB2/GJB6/GPX1/GPX4/GSTP1/HDAC5/HSF1/IL10RA/IL1B/IRAK1/IRAK3/IRAK4/IRF3/JAK2/KLRK1/LBP/LDOC1/LY96/LYN/MALT1/MAP2K7/MAPK14/MAPK3/MAPK8/MAPKAPK2/MEF2C/MMP3/MMP9/NFKB1/NFKB2/NFKBIB/NFKBIL1/NFKBIZ/NR1D1/NR4A1/PABPN1/PAF1/PALM3/PCSK1/PDCD1LG2/PDE4B/PELI1/PF4/PLAA/PLSCR3/PPARD/PPBP/PRDX2/PRKCE/PTGFR/PTGIR/PTGS2/PTPN11/PYCARD/RARA/RELA/RIPK2/SBNO2/SELE/SELENOS/SELENOW/SERPINE1/SIGIRR/SLC7A5/SMAD6/SOD2/SSC5D/STAP1/TLR1/TLR10/TLR2/TLR4/TLR5/TLR6/TNFSF4/TRIB1/TRIM41/UPF1/WDR83/XBP1";127
"GO:0010720";"GO:0010720";"positive regulation of cell development";"144/3897";"447/18805";0.322147651006711;1.55452568056998;6.06657225308733;5.86873629323112e-09;2.4554792650879e-06;2.14157394560013e-06;"ANAPC2/AP3B1/AP3D1/ARID2/ASPM/AURKA/AXL/BAD/BAIAP2/BCL11A/BCL2/BIN1/BMP2/BMP4/BRD2/BRD4/CASP8/CCR1/CD46/CD83/CD86/CDH4/CLEC7A/CR1/CSF1/CX3CL1/CXCR4/CYLD/DAG1/DBN1/DDRGK1/DICER1/DISC1/EGR3/ELL3/EVI2B/FES/FOXG1/FXR2/GATA3/GDI1/GFAP/GJC2/GPER1/HES1/HIF1A/HLA-DRA/HLA-DRB1/HLX/HOXA11/HSF1/ID2/IFNG/IL15/IL1B/IL2RA/IL2RG/IL7/IL7R/ISLR2/L1CAM/LEF1/LIMK1/LMOD3/LYN/MALT1/MAN2A1/MAP2K2/MAP6/MEGF8/MME/MPL/MTOR/NCKAP1L/NEDD9/NFKBIZ/NKX6-2/NTN1/NUMBL/OBSL1/PF4/PLXNB2/PLXNB3/PLXNC1/PPP2R3C/PRKDC/PTPRC/PTPRD/RARA/RASGRP1/RB1/RELA/RFX3/RHOH/RIPK2/RND2/RNF112/RUNX1/RUNX3/S1PR2/SART1/SEMA4D/SERPINE2/SHANK3/SHB/SHH/SHOX2/SLC7A5/SMAD7/SMARCA4/SMARCC2/SMARCD2/SMARCD3/SOX11/SOX12/SOX13/SOX8/SRF/SRRT/STK11/STK25/SYK/TBC1D24/TENM4/TGFB1/TGFBR2/TGM2/TLR2/TM4SF19/TMEM64/TNFSF4/TOX/TP73/TRIB1/TWF2/UFL1/VEGFA/VNN1/WDR62/XBP1/XRCC5/ZAP70/ZBTB46/ZBTB7B";144
"GO:0045619";"GO:0045619";"regulation of lymphocyte differentiation";"84/3897";"225/18805";0.373333333333333;1.80152253870499;6.18393299920932;6.40484775583474e-09;2.51230153222618e-06;2.1911321269961e-06;"AP3B1/AP3D1/ARID2/AXL/BAD/BMP4/BRD2/BRD4/CAMK4/CCR2/CD2/CD28/CD46/CD69/CD83/CD86/CR1/CTLA4/CYLD/DDRGK1/EGR3/ERBB2/FBXO7/FCRL3/GATA3/HLA-DRA/HLA-DRB1/HLX/ID2/IFNG/IKZF3/IL15/IL2RA/IL2RG/IL7/IL7R/IRF1/IRF4/JUNB/KAT2A/LEF1/LGALS1/MALT1/NCKAP1L/NFKBIZ/PGLYRP3/PPP2R3C/PRDM1/PRDX2/PRKDC/PTPN2/PTPRC/RARA/RASGRP1/RC3H1/RHOH/RIPK2/RNF41/RUNX1/RUNX3/SART1/SHB/SHH/SLC4A2/SMAD7/SMARCA4/SMARCC2/SMARCD2/SMARCD3/SOS2/SOX12/SOX13/SYK/TBX21/TGFB1/TGFBR2/TMEM131L/TNFSF4/TOX/VNN1/XBP1/ZAP70/ZBTB7B/ZEB1";84
"GO:0050853";"GO:0050853";"B cell receptor signaling pathway";"39/3897";"78/18805";0.5;2.41275340005132;6.39234475323425;8.5639822186343e-09;3.16162072965582e-06;2.75744319113922e-06;"BANK1/BAX/BCAR1/BCL2/CD19/CD38/CD79A/CTLA4/FCMR/FCRL3/GCSAM/GPS2/IGHA1/IGHE/IGHG1/IGHG2/IGHG3/IGHG4/IGHM/IGKC/IGLC1/IGLC3/IGLC7/ITK/KLHL6/LPXN/LYN/MEF2C/MNDA/NCKAP1L/NFATC2/NFKB1/NFKBIZ/PLCL2/PRKCB/PTPRC/RFTN1/STAP1/SYK";39
"GO:0045580";"GO:0045580";"regulation of T cell differentiation";"74/3897";"192/18805";0.385416666666667;1.85983074587289;6.12260199088801;1.04701930322951e-08;3.65060730392688e-06;3.18391834900201e-06;"AP3B1/AP3D1/ARID2/BAD/BMP4/BRD2/BRD4/CAMK4/CCR2/CD2/CD28/CD46/CD69/CD83/CD86/CR1/CTLA4/CYLD/EGR3/ERBB2/GATA3/HLA-DRA/HLA-DRB1/HLX/IFNG/IL15/IL2RA/IL2RG/IL7/IL7R/IRF1/IRF4/JUNB/KAT2A/LEF1/LGALS1/MALT1/NCKAP1L/NFKBIZ/PRDM1/PRDX2/PTPN2/PTPRC/RARA/RASGRP1/RC3H1/RHOH/RIPK2/RUNX1/RUNX3/SART1/SHB/SHH/SLC4A2/SMAD7/SMARCA4/SMARCC2/SMARCD2/SMARCD3/SOS2/SOX12/SOX13/SYK/TBX21/TGFB1/TGFBR2/TMEM131L/TNFSF4/TOX/VNN1/XBP1/ZAP70/ZBTB7B/ZEB1";74
"GO:0051251";"GO:0051251";"positive regulation of lymphocyte activation";"114/3897";"337/18805";0.338278931750742;1.63236728549466;5.98901007842018;1.1496556439809e-08;3.79749411664428e-06;3.31202734000038e-06;"AKT1/AP3B1/AP3D1/ARID2/ATAD5/AXL/B2M/BAD/BCL2/BLOC1S3/BRD2/BRD4/CCDC88B/CCL2/CCR2/CCR7/CD274/CD28/CD320/CD38/CD46/CD55/CD6/CD70/CD83/CD86/CLEC7A/CR1/CYLD/CYRIB/DDRGK1/DHPS/DOCK8/EFNB1/EGR3/FBXO38/FCGR3A/FCRL3/GATA3/GPR183/HES1/HLA-DOB/HLA-DPA1/HLA-DRA/HLA-DRB1/HLA-DRB4/HLX/ICOS/ICOSLG/IFNG/IGF2/IGFBP2/IL15/IL1B/IL2RA/IL2RG/IL7/IL7R/JAK2/KLRK1/KMT5C/LEF1/LGALS1/LYN/MALT1/MEF2C/MPL/MTOR/NCK1/NCKAP1L/NFATC2/NFKBIZ/PDCD1LG2/PELI1/PPP2R3C/PRKCQ/PRKDC/PTPN11/PTPRC/PYCARD/RARA/RASGRP1/RHOH/RIPK2/RUNX1/RUNX3/SART1/SHB/SHH/SIRPB1/SIRPG/SLAMF1/SMARCA4/SMARCC2/SMARCD2/SMARCD3/SOX12/SOX13/SYK/TBX21/TCF3/TFRC/TGFB1/TGFBR2/TLR4/TNFSF13/TNFSF13B/TNFSF4/TOX/TYK2/VNN1/XBP1/ZAP70/ZBTB7B";114
"GO:0071219";"GO:0071219";"cellular response to molecule of bacterial origin";"89/3897";"246/18805";0.361788617886179;1.74581343580949;6.02006392188367;1.34359671233534e-08;4.2162064833083e-06;3.67721205481251e-06;"ADAMTS13/AKT1/ARID5A/AXL/B2M/CACTIN/CARD16/CARD8/CCL2/CD180/CD274/CD55/CD6/CD86/CDK4/CX3CL1/CXCL10/CXCL13/CXCL6/CXCL8/CXCL9/CYRIB/DAB2IP/FZD5/GBP5/GFER/GFI1/GIT1/GSTP1/HDAC5/HSF1/IL1B/IRAK1/IRAK3/IRAK4/IRF3/JAK2/KLRK1/LBP/LDOC1/LY96/LYN/MALT1/MAP2K7/MAPK14/MAPK3/MAPK8/MEF2C/MMP3/MMP9/NFKB1/NFKBIB/NFKBIL1/NFKBIZ/NR1D1/PABPN1/PAF1/PDCD1LG2/PDE4B/PF4/PLAA/PLSCR3/PPARD/PPBP/PRDX2/PRKCE/PTGS2/PTPN11/PYCARD/RARA/RELA/RIPK2/SBNO2/SELENOS/SERPINE1/SIGIRR/SLC7A5/STAP1/TLR1/TLR10/TLR2/TLR4/TLR5/TLR6/TNFSF4/TRIB1/TRIM41/UPF1/XBP1";89
"GO:0071216";"GO:0071216";"cellular response to biotic stimulus";"96/3897";"273/18805";0.351648351648352;1.69688151212401;5.93006908567919;1.90614771783999e-08;5.69665860817324e-06;4.96840507908169e-06;"ADAMTS13/AKT1/ARID5A/AXL/B2M/CACTIN/CARD16/CARD8/CCL2/CD180/CD274/CD55/CD6/CD86/CDK4/CLEC7A/CX3CL1/CXCL10/CXCL13/CXCL6/CXCL8/CXCL9/CYRIB/DAB2IP/DDIT3/EIF2AK3/FBH1/FZD5/GBP5/GFER/GFI1/GIT1/GSTP1/HDAC5/HSF1/IL1B/IRAK1/IRAK3/IRAK4/IRF3/JAK2/KLRK1/LBP/LDOC1/LY96/LYN/MALT1/MAP2K7/MAPK14/MAPK3/MAPK8/MEF2C/MMP3/MMP9/MUS81/NFKB1/NFKBIB/NFKBIL1/NFKBIZ/NR1D1/PABPN1/PAF1/PDCD1LG2/PDE4B/PF4/PLAA/PLSCR3/PPARD/PPBP/PRDX2/PRKCE/PTGS2/PTPN11/PYCARD/RARA/RELA/RIPK2/SBNO2/SELENOS/SERPINE1/SIGIRR/SLC7A5/SLX4/STAP1/SYK/TLR1/TLR10/TLR2/TLR4/TLR5/TLR6/TNFSF4/TRIB1/TRIM41/UPF1/XBP1";96
"GO:0070661";"GO:0070661";"leukocyte proliferation";"115/3897";"344/18805";0.334302325581395;1.61317814538315;5.86838920840311;2.0922085148488e-08;5.9685002905414e-06;5.20549486948027e-06;"ALKBH5/ARG1/ARMC5/ATAD5/ATM/BAP1/BAX/BCL2/BMP4/BTN3A1/CASP3/CCDC88B/CCR2/CD151/CD180/CD19/CD274/CD28/CD320/CD38/CD46/CD55/CD6/CD70/CD79A/CD86/CLU/CR1/CR2/CSF1/CSF2RB/CTLA4/CX3CL1/DHPS/DLG5/DOCK2/DOCK8/EFNB1/ERBB2/F2RL1/FCGR3A/FCRL3/FOSL2/GLMN/GPR183/GSTP1/HES1/HHEX/HLA-DPA1/HLA-DRB1/ICOSLG/IGF2/IGFBP2/IGHE/IKZF3/IL15/IL1B/IL2RA/IL7/IL7R/IRF1/JAK2/JUNB/LEF1/LST1/LYN/MAD1L1/MALT1/MAPK3/MARCHF7/MEF2C/MNDA/MPL/MZB1/NCK1/NCKAP1L/NFATC2/NFKBIZ/NPR3/PDCD1LG2/PELI1/PIK3CG/PKN1/PLCL2/PRDX2/PRKCQ/PTPRC/PURA/PYCARD/RASGRP1/RASSF5/RC3H1/RIPK2/RIPOR2/SCRIB/SHB/SHH/SLAMF1/SLC4A2/SOS2/SOX11/ST6GAL1/SYK/TCF3/TFRC/TGFB1/TGFBR2/TLR4/TMEM131L/TNFSF13/TNFSF13B/TNFSF4/TYK2/ZAP70/ZBTB7B";115
"GO:1903039";"GO:1903039";"positive regulation of leukocyte cell-cell adhesion";"99/3897";"285/18805";0.347368421052632;1.67622867793039;5.88133822495962;2.33664152591016e-08;6.37598357244006e-06;5.56088601131936e-06;"AKT1/ALOX5/AP3B1/AP3D1/ARID2/B2M/BAD/BRD2/BRD4/CCDC88B/CCL2/CCR2/CCR7/CD274/CD28/CD46/CD55/CD6/CD70/CD83/CD86/CHST2/CR1/CYLD/CYRIB/DHPS/DOCK8/EFNB1/EGR3/FBXO38/GATA3/GCNT1/HES1/HLA-DOB/HLA-DPA1/HLA-DRA/HLA-DRB1/HLA-DRB4/HLX/ICOS/ICOSLG/IFNG/IGF2/IGFBP2/IL15/IL1B/IL2RA/IL2RG/IL7/IL7R/IRAK1/ITGA4/JAK2/KLRK1/LEF1/LGALS1/LYN/MALT1/MTOR/NCK1/NCKAP1L/NFKBIZ/PDCD1LG2/PRKCQ/PTPN11/PTPRC/PYCARD/RARA/RASGRP1/RELA/RHOH/RIPK2/RUNX1/RUNX3/SART1/SELE/SHB/SHH/SIRPB1/SIRPG/SKAP1/SLAMF1/SMARCA4/SMARCC2/SMARCD2/SMARCD3/SOX12/SOX13/SYK/TFRC/TGFB1/TGFBR2/TNFSF13B/TNFSF4/TYK2/VNN1/XBP1/ZAP70/ZBTB7B";99
"GO:0046651";"GO:0046651";"lymphocyte proliferation";"103/3897";"300/18805";0.343333333333333;1.65675733470191;5.86275365996372;2.44366301873172e-08;6.39017879398345e-06;5.57326653394954e-06;"ALKBH5/ARG1/ARMC5/ATAD5/ATM/BAX/BCL2/BMP4/BTN3A1/CASP3/CCDC88B/CCR2/CD151/CD180/CD19/CD274/CD28/CD320/CD38/CD46/CD55/CD6/CD70/CD79A/CD86/CR1/CR2/CTLA4/DHPS/DLG5/DOCK2/DOCK8/EFNB1/ERBB2/FCGR3A/FCRL3/FOSL2/GLMN/GPR183/HES1/HLA-DPA1/HLA-DRB1/ICOSLG/IGF2/IGFBP2/IGHE/IKZF3/IL15/IL1B/IL2RA/IL7/IL7R/IRF1/JAK2/LEF1/LST1/LYN/MAD1L1/MALT1/MARCHF7/MEF2C/MNDA/MPL/MZB1/NCK1/NCKAP1L/NFATC2/NFKBIZ/PDCD1LG2/PELI1/PIK3CG/PKN1/PLCL2/PRDX2/PRKCQ/PTPRC/PURA/PYCARD/RASGRP1/RASSF5/RC3H1/RIPK2/RIPOR2/SCRIB/SHB/SHH/SLAMF1/SLC4A2/SOS2/SOX11/SYK/TCF3/TFRC/TGFB1/TGFBR2/TLR4/TMEM131L/TNFSF13/TNFSF13B/TNFSF4/TYK2/ZAP70/ZBTB7B";103
"GO:0032943";"GO:0032943";"mononuclear cell proliferation";"105/3897";"308/18805";0.340909090909091;1.64505913639863;5.83586010890842;2.72956773266829e-08;6.80651362534552e-06;5.93637765452294e-06;"ALKBH5/ARG1/ARMC5/ATAD5/ATM/BAX/BCL2/BMP4/BTN3A1/CASP3/CCDC88B/CCR2/CD151/CD180/CD19/CD274/CD28/CD320/CD38/CD46/CD55/CD6/CD70/CD79A/CD86/CR1/CR2/CSF1/CTLA4/DHPS/DLG5/DOCK2/DOCK8/EFNB1/ERBB2/FCGR3A/FCRL3/FOSL2/GLMN/GPR183/HES1/HLA-DPA1/HLA-DRB1/ICOSLG/IGF2/IGFBP2/IGHE/IKZF3/IL15/IL1B/IL2RA/IL7/IL7R/IRF1/JAK2/LEF1/LST1/LYN/MAD1L1/MALT1/MARCHF7/MEF2C/MNDA/MPL/MZB1/NCK1/NCKAP1L/NFATC2/NFKBIZ/PDCD1LG2/PELI1/PIK3CG/PKN1/PLCL2/PRDX2/PRKCQ/PTPRC/PURA/PYCARD/RASGRP1/RASSF5/RC3H1/RIPK2/RIPOR2/SCRIB/SHB/SHH/SLAMF1/SLC4A2/SOS2/SOX11/ST6GAL1/SYK/TCF3/TFRC/TGFB1/TGFBR2/TLR4/TMEM131L/TNFSF13/TNFSF13B/TNFSF4/TYK2/ZAP70/ZBTB7B";105
"GO:0032496";"GO:0032496";"response to lipopolysaccharide";"118/3897";"357/18805";0.330532212885154;1.59498544093029;5.80291800481665;2.8197793858984e-08;6.80651362534552e-06;5.93637765452294e-06;"ADAM17/ADAMTS13/AKAP12/AKT1/ALAD/ALPL/ARID5A/AXL/B2M/BIN1/CACTIN/CARD16/CARD8/CASP3/CASP8/CCL2/CCR7/CD180/CD274/CD55/CD6/CD86/CD96/CDK4/CNP/COL6A1/CSF2RB/CX3CL1/CXCL10/CXCL13/CXCL6/CXCL8/CXCL9/DAB2IP/DIO2/EDN1/FASLG/FOSL2/GBP5/GFER/GFI1/GIT1/GJB2/GJB6/GPX1/GPX4/GSTP1/HDAC5/HSF1/IL10RA/IL1B/IRAK1/IRAK3/IRAK4/IRF3/JAK2/KLRK1/LBP/LDOC1/LY96/LYN/MALT1/MAP2K7/MAPK14/MAPK3/MAPK8/MAPKAPK2/MEF2C/MMP3/MMP9/NFKB1/NFKB2/NFKBIB/NFKBIL1/NFKBIZ/NR1D1/NR4A1/PABPN1/PAF1/PALM3/PCSK1/PDCD1LG2/PDE4B/PELI1/PF4/PLAA/PLSCR3/PPARD/PPBP/PRDX2/PRKCE/PTGFR/PTGIR/PTGS2/PTPN11/PYCARD/RARA/RELA/RIPK2/SBNO2/SELE/SELENOS/SELENOW/SERPINE1/SIGIRR/SLC7A5/SMAD6/SOD2/STAP1/TLR2/TLR4/TLR5/TNFSF4/TRIB1/TRIM41/UPF1/WDR83/XBP1";118
"GO:0071222";"GO:0071222";"cellular response to lipopolysaccharide";"84/3897";"232/18805";0.362068965517241;1.74716625520958;5.85464874793158;3.2619878468127e-08;7.58230952836907e-06;6.61299680445459e-06;"ADAMTS13/AKT1/ARID5A/AXL/B2M/CACTIN/CARD16/CARD8/CCL2/CD180/CD274/CD55/CD6/CD86/CDK4/CX3CL1/CXCL10/CXCL13/CXCL6/CXCL8/CXCL9/DAB2IP/GBP5/GFER/GFI1/GIT1/GSTP1/HDAC5/HSF1/IL1B/IRAK1/IRAK3/IRAK4/IRF3/JAK2/KLRK1/LBP/LDOC1/LY96/LYN/MALT1/MAP2K7/MAPK14/MAPK3/MAPK8/MEF2C/MMP3/MMP9/NFKB1/NFKBIB/NFKBIL1/NFKBIZ/NR1D1/PABPN1/PAF1/PDCD1LG2/PDE4B/PF4/PLAA/PLSCR3/PPARD/PPBP/PRDX2/PRKCE/PTGS2/PTPN11/PYCARD/RARA/RELA/RIPK2/SBNO2/SELENOS/SERPINE1/SIGIRR/SLC7A5/STAP1/TLR2/TLR4/TLR5/TNFSF4/TRIB1/TRIM41/UPF1/XBP1";84
"GO:0043254";"GO:0043254";"regulation of protein-containing complex assembly";"137/3897";"431/18805";0.317865429234339;1.53386179028785;5.73252885817023;3.42951025654202e-08;7.68700227502061e-06;6.70430576466861e-06;"ABCA3/ABHD17A/AJUBA/AKAP9/ANKRD53/APOE/ARFGEF1/ARHGAP18/ARHGEF7/ARL2/ATM/ATR/BAIAP2/BAX/BBC3/BCL11A/BCL2L11/BIN1/BRSK1/CAND1/CAPZA1/CARD8/CCR7/CDC42EP1/CDC42EP2/CDC42EP3/CDC42EP4/CDC42EP5/CLASP2/CLDN7/CLEC7A/CLIP3/CLU/CRACD/CRBN/CSNK1A1/CXCL13/CYFIP2/CYRIB/DAB2IP/DCTN1/ELN/FES/FLII/FNIP1/FSCN1/GBP5/GFAP/GIT1/HAUS5/HAUS7/HCFC1/HES1/HRG/HSF1/HSPA1A/HSPA1B/ICE1/IFI16/IFNG/KANK2/KANK3/KCNK6/LCP1/LMOD3/MAPK15/MAPK8/MAPRE3/MED25/MKKS/MMP1/MMP3/MTLN/MTOR/MYADM/NCK1/NCKAP1L/NCLN/NOP53/NR1H2/NUMA1/OGT/PEX5/PIEZO1/PIK3R2/PINK1/PLEK/PLEKHG2/PPP2R5B/PREB/PRKCE/PRRT2/PTK2B/PTPN11/PYCARD/RASA1/RASIP1/RB1/RHOC/RICTOR/RIOK3/SEPTIN8/SKAP1/SLF1/SORL1/SOST/SPTAN1/SPTBN1/SPTBN4/SPTBN5/SSH2/SSH3/STMN1/STXBP5/SVIL/SYK/TFRC/TGFB1/THRA/TLR4/TLR6/TOGARAM1/TPPP/TPPP3/TRAF2/TRAF3IP1/TRIM11/TRIM65/TRIOBP/TWF2/ULK1/USP50/VEGFA/VPS8/WARS1/ZDHHC1/ZDHHC12";137
"GO:0022409";"GO:0022409";"positive regulation of cell-cell adhesion";"112/3897";"337/18805";0.332344213649852;1.60372926294212;5.71778572885724;4.5422467474161e-08;9.83004847820119e-06;8.57338769022277e-06;"ADAM19/AKT1/ALOX5/AP3B1/AP3D1/ARID2/B2M/BAD/BRD2/BRD4/CCDC88B/CCL2/CCR2/CCR7/CD274/CD28/CD46/CD55/CD6/CD70/CD83/CD86/CHST2/CR1/CX3CL1/CXCL13/CYLD/CYRIB/DHPS/DOCK8/EFNB1/EGR3/EMILIN1/FBXO38/FLOT1/FOXA1/FUT3/GATA3/GCNT1/HES1/HLA-DOB/HLA-DPA1/HLA-DRA/HLA-DRB1/HLA-DRB4/HLX/ICOS/ICOSLG/IFNG/IGF2/IGFBP2/IL15/IL1B/IL2RA/IL2RG/IL7/IL7R/IRAK1/ITGA4/JAK2/KLRK1/LEF1/LGALS1/LYN/MALT1/MMRN1/MTOR/NCK1/NCKAP1L/NFKBIZ/PDCD1LG2/PDPN/PIEZO1/PKP3/PRKCQ/PTPN11/PTPRC/PYCARD/RARA/RASGRP1/RELA/RHOH/RIPK2/RNASE10/RUNX1/RUNX3/SART1/SELE/SHB/SHH/SIRPB1/SIRPG/SKAP1/SLAMF1/SMAD7/SMARCA4/SMARCC2/SMARCD2/SMARCD3/SOX12/SOX13/SYK/TFRC/TGFB1/TGFBR2/TNFSF13B/TNFSF4/TYK2/VNN1/XBP1/ZAP70/ZBTB7B";112
